"Characters","Skill Name","Skill Level","Skill Description","SP Cost","Initial SP","Skill Duration","Charging Type",""
"","","2","All enemies within attack range have {{def}:.0%} Defense and {{magic_resistance}:.0%} Magic resistance","40","11","11","",""
"","","3","All enemies within attack range have {{def}:.0%} Defense and {{magic_resistance}:.0%} Magic resistance","40","12","12","",""
"","","4","All enemies within attack range have {{def}:.0%} Defense and {{magic_resistance}:.0%} Magic resistance","40","13","14","",""
"","","5","All enemies within attack range have {{def}:.0%} Defense and {{magic_resistance}:.0%} Magic resistance","40","14","15","",""
"","","6","All enemies within attack range have {{def}:.0%} Defense and {{magic_resistance}:.0%} Magic resistance","40","15","16","",""
"","","7","All enemies within attack range have {{def}:.0%} Defense and {{magic_resistance}:.0%} Magic resistance","40","16","18","",""
"","","8","All enemies within attack range have {{def}:.0%} Defense and {{magic_resistance}:.0%} Magic resistance","40","17","20","",""
"","","9","All enemies within attack range have {{def}:.0%} Defense and {{magic_resistance}:.0%} Magic resistance","40","18","22","",""
"","","10","All enemies within attack range have {{def}:.0%} Defense and {{magic_resistance}:.0%} Magic resistance","40","20","25","",""
"Истина","Absolute Focus","1","Reduce attack interval ({base_attack_time} seconds)","50","20","20","Regen over time",""
"","","2","Reduce attack interval ({base_attack_time} seconds)","49","20","21","",""
"","","3","Reduce attack interval ({base_attack_time} seconds)","48","20","22","",""
"","","4","Highly reduce attack interval ({base_attack_time} seconds)","47","20","23","",""
"","","5","Highly reduce attack interval ({base_attack_time} seconds)","46","20","24","",""
"","","6","Highly reduce attack interval ({base_attack_time} seconds)","45","20","25","",""
"","","7","Greatly reduce attack interval ({base_attack_time} seconds)","44","20","26","",""
"","","8","Greatly reduce attack interval ({base_attack_time} seconds)","43","20","27","",""
"","","9","Greatly reduce attack interval ({base_attack_time} seconds)","42","20","28","",""
"","","10","Massively reduce attack interval ({base_attack_time} seconds)","40","20","30","",""
"Истина","Literary Storm","1","Attack +{{atk}:.0%}, increase attack range and attack 1 additional target","50","","20","Regen over time",""
"","","2","Attack +{{atk}:.0%}, increase attack range and attack 1 additional target","50","3","20","",""
"","","3","Attack +{{atk}:.0%}, increase attack range and attack 1 additional target","50","6","20","",""
"","","4","Attack +{{atk}:.0%}, increase attack range and attack 2 additional targets","50","10","22","",""
"","","5","Attack +{{atk}:.0%}, increase attack range and attack 2 additional targets","50","13","22","",""
"","","6","Attack +{{atk}:.0%}, increase attack range and attack 2 additional targets","50","16","22","",""
"","","7","Attack +{{atk}:.0%}, increase attack range and attack 2 additional targets","50","20","25","",""
"","","8","Attack +{{atk}:.0%}, increase attack range and attack 2 additional targets","50","23","25","",""
"","","9","Attack +{{atk}:.0%}, increase attack range and attack 2 additional targets","50","26","25","",""
"","","10","Attack +{{atk}:.0%}, increase attack range and attack 2 additional targets","50","30","25","",""
"Glaucus","Parallel Reload","1","Attack +{{atk}:.0%}, attack an additional target","35","","16","Regen over time",""
"","","2","Attack +{{atk}:.0%}, attack an additional target","35","2","17","",""
"","","3","Attack +{{atk}:.0%}, attack an additional target","35","4","18","",""
"","","4","Attack +{{atk}:.0%}, attack an additional target","35","6","19","",""
"","","5","Attack +{{atk}:.0%}, attack an additional target","35","8","20","",""
"","","6","Attack +{{atk}:.0%}, attack an additional target","35","10","21","",""
"","","7","Attack +{{atk}:.0%}, attack an additional target","35","12","22","",""
"","","8","Attack +{{atk}:.0%}, attack an additional target","35","14","23","",""
"","","9","Attack +{{atk}:.0%}, attack an additional target","35","16","24","",""
"","","10","Attack +{{atk}:.0%}, attack an additional target","35","20","25","",""
"Glaucus","Counter EMP","1","Release a shockwave outwards, dealing {{atk_scale[normal]}:.0%} magical damage to nearby enemies and [Freeze] them (unable to move) for {frozen} seconds. If the enemy is a [Drone], damage is doubled and the effect is changed to [Stun].","40","10","","Regen over time",""
"","","2","Release a shockwave outwards, dealing {{atk_scale[normal]}:.0%} magical damage to nearby enemies and [Freeze] them (unable to move) for {frozen} seconds. If the enemy is a [Drone], damage is doubled and the effect is changed to [Stun].","39","10","","",""
"","","3","Release a shockwave outwards, dealing {{atk_scale[normal]}:.0%} magical damage to nearby enemies and [Freeze] them (unable to move) for {frozen} seconds. If the enemy is a [Drone], damage is doubled and the effect is changed to [Stun].","38","10","","",""
"","","4","Release a shockwave outwards, dealing {{atk_scale[normal]}:.0%} magical damage to nearby enemies and [Freeze] them (unable to move) for {frozen} seconds. If the enemy is a [Drone], damage is doubled and the effect is changed to [Stun].","37","13","","",""
"","","5","Release a shockwave outwards, dealing {{atk_scale[normal]}:.0%} magical damage to nearby enemies and [Freeze] them (unable to move) for {frozen} seconds. If the enemy is a [Drone], damage is doubled and the effect is changed to [Stun].","36","13","","",""
"","","6","Release a shockwave outwards, dealing {{atk_scale[normal]}:.0%} magical damage to nearby enemies and [Freeze] them (unable to move) for {frozen} seconds. If the enemy is a [Drone], damage is doubled and the effect is changed to [Stun].","35","13","","",""
"","","7","Release a shockwave outwards, dealing {{atk_scale[normal]}:.0%} magical damage to nearby enemies and [Freeze] them (unable to move) for {frozen} seconds. If the enemy is a [Drone], damage is doubled and the effect is changed to [Stun].","34","16","","",""
"","","8","Release a shockwave outwards, dealing {{atk_scale[normal]}:.0%} magical damage to nearby enemies and [Freeze] them (unable to move) for {frozen} seconds. If the enemy is a [Drone], damage is doubled and the effect is changed to [Stun].","33","17","","",""
"","","9","Release a shockwave outwards, dealing {{atk_scale[normal]}:.0%} magical damage to nearby enemies and [Freeze] them (unable to move) for {frozen} seconds. If the enemy is a [Drone], damage is doubled and the effect is changed to [Stun].","32","18","","",""
"","","10","Release a shockwave outwards, dealing {{atk_scale[normal]}:.0%} magical damage to nearby enemies and [Freeze] them (unable to move) for {frozen} seconds. If the enemy is a [Drone], damage is doubled and the effect is changed to [Stun].","30","20","","",""
"Sora","Song of Slumber","1","Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}","60","30","7","Regen over time",""
"","","2","Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}","60","30","7","",""
"","","3","Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}","60","30","7","",""
"","","4","Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}","60","35","7","",""
"","","5","Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}","60","35","7","",""
"","","6","Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}","60","35","7","",""
"","","7","Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}","60","40","7","",""
"","","8","Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}","60","41","7","",""
"","","9","Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}","60","42","7","",""
"","","10","Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}","60","45","7","",""
"Sora","Song of Battle","1","All allies within attack range gain Attack equal to {{atk}:.0%} of Sora's Attack","45","10","10","Regen over time",""
"","","2","All allies within attack range gain Attack equal to {{atk}:.0%} of Sora's Attack","45","10","11","",""
"","","3","All allies within attack range gain Attack equal to {{atk}:.0%} of Sora's Attack","45","10","12","",""
"","","4","All allies within attack range gain Attack equal to {{atk}:.0%} of Sora's Attack","45","15","15","",""
"","","5","All allies within attack range gain Attack equal to {{atk}:.0%} of Sora's Attack","45","15","16","",""
"","","6","All allies within attack range gain Attack equal to {{atk}:.0%} of Sora's Attack","45","15","17","",""
"","","7","All allies within attack range gain Attack equal to {{atk}:.0%} of Sora's Attack","45","20","20","",""
"","","8","All allies within attack range gain Attack equal to {{atk}:.0%} of Sora's Attack","45","21","23","",""
"","","9","All allies within attack range gain Attack equal to {{atk}:.0%} of Sora's Attack","45","22","26","",""
"","","10","All allies within attack range gain Attack equal to {{atk}:.0%} of Sora's Attack","45","25","30","",""
"Manticore","Scorpion Venom","1","Every attack inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","","","-1","Passive",""
"","","2","Every attack inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","","","-1","",""
"","","3","Every attack inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","","","-1","",""
"","","4","Every attack inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","","","-1","",""
"","","5","Every attack inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","","","-1","",""
"","","6","Every attack inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","","","-1","",""
"","","7","Every attack inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","","","-1","",""
"","","8","Every attack inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","","","-1","",""
"","","9","Every attack inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","","","-1","",""
"","","10","Every attack inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","","","-1","",""
"Manticore","Charging Poison Strike","1","Slows pre-attack animation, increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}. Attacked targets are stunned for {attack@stun} seconds","20","","31","Regen over time",""
"","","2","Slows pre-attack animation, increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}. Attacked targets are stunned for {attack@stun} seconds","20","","32","",""
"","","3","Slows pre-attack animation, increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}. Attacked targets are stunned for {attack@stun} seconds","20","","33","",""
"","","4","Slows pre-attack animation, increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}. Attacked targets are stunned for {attack@stun} seconds","20","","34","",""
