"Fast Link for toolbox to hear voiceline ",,,"https://aceship.github.io/AN-EN-Tags/akhrchars.html",,"Please update the Translate Progress after finished editting",,
"char_204_platnm","Platinum","非3星结束行动","Complete Operation with 2 stars","没能全部处决啊，很可惜。",,,
"char_204_platnm","Platinum","行动失败","Failed Operation","别放弃......坚持到最后的人才是胜者。",,,
"char_204_platnm","Platinum","进驻设施","Assign to Station","这里的环境，感觉意外的不错嘛~",,,
"char_204_platnm","Platinum","戳一下","Poke","唔嗯.......",,,
"char_204_platnm","Platinum","信赖触摸","Poke with Trust Bubble","要不要陪我去城市里走走？不方便的话，下次也可以。",,,
"char_204_platnm","Platinum","标题","Title Screen","明日方舟。",,"アークナイツ。",
"char_204_platnm","Platinum","问候","Greeting","气色不错呢，博士~",,,
"char_208_melan","Melantha","任命助理","Assign Secretary","您好，博士......请多关照。",,,
"char_208_melan","Melantha","交谈1","Conversation 1","那个......抱歉......我不太擅长，与人交谈......",,,
"char_208_melan","Melantha","交谈2","Conversation 2","是的......我的双亲是维多利亚的商人。但是我很长时间没能和他们联络上了......这个代号，能让我想起自己的家......",,,
"char_208_melan","Melantha","交谈3","Conversation 3","那、那位戴着面具的干员......让我感到......有些不安......",,,
"char_208_melan","Melantha","晋升后交谈1","Elite Promotion Conversation 1","不，我并不是.......不想接近大家，只是，我不知道......该怎么做才好......",,,
"char_208_melan","Melantha","信赖提升后交谈1","High Trust Conversation 1","对不起，安赛尔......我又让你担心了。不过，不用这样关照我，还有更多需要帮助的人在等着你呢。",,,
"char_208_melan","Melantha","信赖提升后交谈2","High Trust Conversation 2","矿石病，曾经让我拥有过强大的感知能力，而这份能力正在不断地消逝......但是，就算是这样，我也不会退缩的......我还想，和大家多说说话......",,,
"char_208_melan","Melantha","信赖提升后交谈3","High Trust Conversation 3","博士，您，能收下这瓶香水吗？这是我从家里带出来的......这种香水，有振奋精神的功效，在我没有精神的时候，我就会闻一闻它......",,,
"char_208_melan","Melantha","闲置","Idle","梅莉？别太吵闹......博士已经很累了。",,,
"char_208_melan","Melantha","干员报到","Operator Reporting In","......玫兰莎。从现在起，我的利刃将为您所用。",,,
"char_208_melan","Melantha","观看作战记录","Watching Combat Tape","谢谢您的指导......",,,
"char_208_melan","Melantha","精英化晋升1","Elite 1","非常感谢您......那个，其他人也获得晋升了吗？我想，大家应该都和我一样，拥有这样的资格。",,,
"char_208_melan","Melantha","编入队伍","Assign to Team","嗯......我会遵照您的指示行动。",,,
"char_208_melan","Melantha","任命队长","Assign to Team Leader","我......吗？我，不擅长指挥他人......",,,
"char_208_melan","Melantha","行动出发","Operation Sortie","各位，为这个世界，带来更多和平吧。",,,
"char_208_melan","Melantha","行动开始","Operation Start","安赛尔......接下来，就拜托你了。",,,
"char_208_melan","Melantha","选中干员1","Selected Operator 1","请指示......",,,
"char_208_melan","Melantha","选中干员2","Selected Operator 2","命令是......？",,,
"char_208_melan","Melantha","部署1","Deploy 1","了解了。",,,
"char_208_melan","Melantha","部署2","Deploy 2","尽我所能。",,,
"char_208_melan","Melantha","作战中1","In Combat 1","打倒你......！",,,
"char_208_melan","Melantha","作战中2","In Combat 2","斩。",,,
"char_208_melan","Melantha","4星结束行动","Complete Operation with 4 stars","无论什么样的困难，都无法阻止我前进。",,,
"char_208_melan","Melantha","3星结束行动","Complete Operation with 3 stars","赢了吗？太好了......",,,
"char_208_melan","Melantha","非3星结束行动","Complete Operation with 2 stars","我还能继续战斗。",,,
"char_208_melan","Melantha","行动失败","Failed Operation","失败了......竟然，会变成这样......",,,
"char_208_melan","Melantha","进驻设施","Assign to Station","这里......这里还有其他人在的吗......？",,,
"char_208_melan","Melantha","戳一下","Poke","是、是谁——博士！",,,
"char_208_melan","Melantha","信赖触摸","Poke with Trust Bubble","博士，感谢您一直这样关心我......那个，其实......我希望自己，今后也能更多地去战斗。",,,
"char_208_melan","Melantha","标题","Title Screen","明日方舟。",,"アークナイツ。",
"char_208_melan","Melantha","问候","Greeting","博士。",,,
"char_209_ardign","Cardigan","任命助理","Assign Secretary","耶！博士，现在轮到我陪您值班了！",,,
"char_209_ardign","Cardigan","交谈1","Conversation 1","“卡缇”作为代号的含义是什么？啊哈~其实这是大家对我们种族的称呼，把它当做代号也是我家里的习惯啦。",,,
"char_209_ardign","Cardigan","交谈2","Conversation 2","啊，另一个小组里也有和我同族的孩子耶~下次我去约她玩！",,,
"char_209_ardign","Cardigan","交谈3","Conversation 3","我出生在莱塔尼亚的北方，那里到处都是雪和森林。对了，下次我来教您滑雪吧！",,,
"char_209_ardign","Cardigan","晋升后交谈1","Elite Promotion Conversation 1","大家经常抱着“重装干员的话，职责就是巩固好自己的防线”这样老旧的印象，这样的想法早就落伍啦！现在可是机动战的时代，速度才是最重要的！",,,
"char_209_ardign","Cardigan","信赖提升后交谈1","High Trust Conversation 1","哼哼，这股香气，一定是玫兰莎！欸博士我和你说，我好想和她再亲近一点......那样的话，我们的团队协作一定会变得更加默契！",,,
"char_209_ardign","Cardigan","信赖提升后交谈2","High Trust Conversation 2","嘿嘿，我超喜欢和孩子们一起玩的。在老家的时候，我每年都要拉着弟弟妹妹们坐着雪橇去旅行呢，好怀念啊~啊，说到雪橇——不知道安德切尔愿不愿意帮我做一个呢？",,,
"char_209_ardign","Cardigan","信赖提升后交谈3","High Trust Conversation 3","我也有很多不喜欢的东西，比如说矿石病啊什么的......但是，反正为这些烦恼也没有用，还不如快快乐乐地度过每一天！而且，还有博士您在我身边呢！",,,
"char_209_ardign","Cardigan","闲置","Idle","汪！",,,
"char_209_ardign","Cardigan","干员报到","Operator Reporting In","你——好！我第一次来到这么大的移动设施里面，现在超兴奋的！我是卡缇族的梅莉，您就是博士吗？",,,
"char_209_ardign","Cardigan","观看作战记录","Watching Combat Tape","欸嘿嘿，谢谢！",,,
"char_209_ardign","Cardigan","精英化晋升1","Elite 1","耶！我会努力争取下次晋升的！毕竟有一就有二嘛~",,,
"char_209_ardign","Cardigan","编入队伍","Assign to Team","好耶！终于等到机会了！",,,
"char_209_ardign","Cardigan","任命队长","Assign to Team Leader","啊，安赛尔！哎呀，不会的不会的，我才不会带大家乱跑啦......",,,
"char_209_ardign","Cardigan","行动出发","Operation Sortie","排队出发！向目标战场，前进！",,,
"char_209_ardign","Cardigan","行动开始","Operation Start","走了！......史都华德，接下来我该怎么做来着？",,,
"char_209_ardign","Cardigan","选中干员1","Selected Operator 1","在战场上，可不能犹豫！",,,
"char_209_ardign","Cardigan","选中干员2","Selected Operator 2","好！",,,
"char_209_ardign","Cardigan","部署1","Deploy 1","了解！",,,
"char_209_ardign","Cardigan","部署2","Deploy 2","我会保护大家的！",,,
"char_209_ardign","Cardigan","作战中1","In Combat 1","啊哈！",,,
"char_209_ardign","Cardigan","作战中2","In Combat 2","你们的攻击毫无意义！",,,
"char_209_ardign","Cardigan","4星结束行动","Complete Operation with 4 stars","我相信大家一定能做到，对吧安德切尔？",,,
"char_209_ardign","Cardigan","3星结束行动","Complete Operation with 3 stars","耶——！大获全胜！",,,
"char_209_ardign","Cardigan","非3星结束行动","Complete Operation with 2 stars","谢谢医疗组！你们都是我的救命恩人......",,,
"char_209_ardign","Cardigan","行动失败","Failed Operation","呜......对不起......安赛尔......",,,
"char_209_ardign","Cardigan","进驻设施","Assign to Station","史都华德，接下来我该做点什么好？",,,
"char_209_ardign","Cardigan","戳一下","Poke","哇！过山车——！",,,
"char_209_ardign","Cardigan","信赖触摸","Poke with Trust Bubble","玫兰莎？哎，怎么是博士......",,,
"char_209_ardign","Cardigan","标题","Title Screen","明日方舟。",,"アークナイツ。",
"char_209_ardign","Cardigan","问候","Greeting","我在这里哦，博士！",,,
"char_210_stward","Steward","任命助理","Assign Secretary","欢迎回来，博士，史都华德为您效力。",,,
"char_210_stward","Steward","交谈1","Conversation 1","史都华德是我的姓氏，也是我作为干员的代号。如果是博士您的话，应该可以从这个姓氏中，解读出我的先祖所从事的职业。",,,
"char_210_stward","Steward","交谈2","Conversation 2","没想到能在这里遇到我的同族。那个孩子是在寻找什么人吗？我能理解这种心情......啊，不，没什么。",,,
"char_210_stward","Steward","交谈3","Conversation 3","人们常说我族的毛色是“雪的颜色”。博士，您，见过雪吗？",,,
"char_210_stward","Steward","晋升后交谈1","Elite Promotion Conversation 1","炎熔小姐的战斗方式有些与众不同。我曾以为，她使用手中的书本来释放法术，没想到，真正的施术工具却是她的那把匕首。这样的战斗风格，让我想起了那位曾经教过我法术的通灵师。",,,
"char_210_stward","Steward","信赖提升后交谈1","High Trust Conversation 1","能为博士服务，我感到非常荣幸。若是可以的话，我希望您能更多关照玫兰莎小姐一些。她，总是一个人......",,,
